coef_mean,std_error_hac,t_stat,p_value,n_obs,maxlags,two_tailed,alpha,passes_alpha,passes_bonferroni,conclusion,bonferroni_threshold,bonferroni_significant
-8.379521734851826e-05,0.00012300159972763197,-0.681253069342755,0.4957113733190195,9,4,True,0.05,False,False,Not significant at alpha=0.05,0.0071428571428571435,False
