mu,omega,alpha1,beta1,persistence_alpha_beta,loglikelihood,aic,bic,alpha_pvalue,beta_pvalue,n_obs,bonferroni_threshold
-0.006048834912895255,0.00014199190829313372,0.0,1.0,1.0,14.793822321088985,-21.58764464217797,-20.79874633283309,1.0,0.8867749244623907,9,0.0071428571428571435
