concentration,mean_sharpe,std_sharpe,n,deflated_sharpe_z,deflated_sharpe_p,boot_ci_2_5,boot_ci_97_5,bonferroni_threshold
0.1,0.32852551829413507,1.26396090170262,3,-4.202770046573911,0.9999868165797058,-0.0004267563922942922,0.0001699526938149035,0.008333333333333333
0.3,0.1577774801403792,1.3204460519928078,3,-4.202770046573911,0.9999868165797058,-0.0004267563922942922,0.0001699526938149035,0.008333333333333333
0.6,-0.8636493411302903,1.6334016612632587,3,-4.202770046573911,0.9999868165797058,-0.0004267563922942922,0.0001699526938149035,0.008333333333333333
